date,state,district,market,crop_name,demand_quantity
2026-05-28,Madhya Pradesh,Indore,Indore,Soybean,1769.22
2026-05-29,Madhya Pradesh,Indore,Indore,Soybean,1603.11
2026-05-30,Madhya Pradesh,Indore,Indore,Soybean,1705.43
2026-05-31,Madhya Pradesh,Indore,Indore,Soybean,1281.23
2026-06-01,Madhya Pradesh,Indore,Indore,Soybean,1552.4
2026-06-02,Madhya Pradesh,Indore,Indore,Soybean,1405.11
2026-06-03,Madhya Pradesh,Indore,Indore,Soybean,1786.8
2026-06-04,Madhya Pradesh,Indore,Indore,Soybean,1802.01
2026-06-05,Madhya Pradesh,Indore,Indore,Soybean,1777.95
2026-06-06,Madhya Pradesh,Indore,Indore,Soybean,1852.42
2026-06-07,Madhya Pradesh,Indore,Indore,Soybean,1493.76
2026-06-08,Madhya Pradesh,Indore,Indore,Soybean,1742.76
2026-06-09,Madhya Pradesh,Indore,Indore,Soybean,1667.71
2026-06-10,Madhya Pradesh,Indore,Indore,Soybean,1599.14
2026-06-11,Madhya Pradesh,Indore,Indore,Soybean,1820.34
2026-06-12,Madhya Pradesh,Indore,Indore,Soybean,1567.02
2026-06-13,Madhya Pradesh,Indore,Indore,Soybean,1556.1
2026-06-14,Madhya Pradesh,Indore,Indore,Soybean,1510.83
2026-06-15,Madhya Pradesh,Indore,Indore,Soybean,1474.57
2026-06-16,Madhya Pradesh,Indore,Indore,Soybean,1429.45
2026-06-17,Madhya Pradesh,Indore,Indore,Soybean,1740.29
2026-06-18,Madhya Pradesh,Indore,Indore,Soybean,1632.09
2026-06-19,Madhya Pradesh,Indore,Indore,Soybean,1715.39
2026-06-20,Madhya Pradesh,Indore,Indore,Soybean,1562.44
2026-06-21,Madhya Pradesh,Indore,Indore,Soybean,1356.78
2026-06-22,Madhya Pradesh,Indore,Indore,Soybean,1537.19
2026-06-23,Madhya Pradesh,Indore,Indore,Soybean,1317.1
2026-06-24,Madhya Pradesh,Indore,Indore,Soybean,1571.45
2026-06-25,Madhya Pradesh,Indore,Indore,Soybean,1480.33
2026-06-26,Madhya Pradesh,Indore,Indore,Soybean,1878.03
2026-06-27,Madhya Pradesh,Indore,Indore,Soybean,1704.81
2026-06-28,Madhya Pradesh,Indore,Indore,Soybean,1542.41
2026-06-29,Madhya Pradesh,Indore,Indore,Soybean,1616.78
2026-06-30,Madhya Pradesh,Indore,Indore,Soybean,1408.37
2026-07-01,Madhya Pradesh,Indore,Indore,Soybean,1613.56
2026-07-02,Madhya Pradesh,Indore,Indore,Soybean,1634.05
2026-07-03,Madhya Pradesh,Indore,Indore,Soybean,1652.76
2026-07-04,Madhya Pradesh,Indore,Indore,Soybean,1717.76
2026-07-05,Madhya Pradesh,Indore,Indore,Soybean,1584.09
2026-07-06,Madhya Pradesh,Indore,Indore,Soybean,1491.33
2026-07-07,Madhya Pradesh,Indore,Indore,Soybean,1302.56
2026-07-08,Madhya Pradesh,Indore,Indore,Soybean,1426.82
2026-07-09,Madhya Pradesh,Indore,Indore,Soybean,1572.11
2026-07-10,Madhya Pradesh,Indore,Indore,Soybean,1607.2
2026-07-11,Madhya Pradesh,Indore,Indore,Soybean,1429.19
2026-07-12,Madhya Pradesh,Indore,Indore,Soybean,1732.91
2026-07-13,Madhya Pradesh,Indore,Indore,Soybean,1590.96
2026-07-14,Madhya Pradesh,Indore,Indore,Soybean,1510.62
2026-07-15,Madhya Pradesh,Indore,Indore,Soybean,1512.59
2026-07-16,Madhya Pradesh,Indore,Indore,Soybean,1537.05
2026-07-17,Madhya Pradesh,Indore,Indore,Soybean,1466.4
2026-07-18,Madhya Pradesh,Indore,Indore,Soybean,1535.33
2026-07-19,Madhya Pradesh,Indore,Indore,Soybean,1485.16
2026-07-20,Madhya Pradesh,Indore,Indore,Soybean,1292.23
2026-07-21,Madhya Pradesh,Indore,Indore,Soybean,1459.72
2026-07-22,Madhya Pradesh,Indore,Indore,Soybean,1464.91
2026-07-23,Madhya Pradesh,Indore,Indore,Soybean,1330.36
2026-07-24,Madhya Pradesh,Indore,Indore,Soybean,1453.06
2026-07-25,Madhya Pradesh,Indore,Indore,Soybean,1459.4
2026-07-26,Madhya Pradesh,Indore,Indore,Soybean,1625.61
2026-07-27,Madhya Pradesh,Indore,Indore,Soybean,1447.34
2026-07-28,Madhya Pradesh,Indore,Indore,Soybean,1272.84
2026-07-29,Madhya Pradesh,Indore,Indore,Soybean,1507.62
2026-07-30,Madhya Pradesh,Indore,Indore,Soybean,1347.97
2026-07-31,Madhya Pradesh,Indore,Indore,Soybean,1637.83
2026-08-01,Madhya Pradesh,Indore,Indore,Soybean,1431.18
2026-08-02,Madhya Pradesh,Indore,Indore,Soybean,1404.85
2026-08-03,Madhya Pradesh,Indore,Indore,Soybean,1499.45
2026-08-04,Madhya Pradesh,Indore,Indore,Soybean,1258.51
2026-08-05,Madhya Pradesh,Indore,Indore,Soybean,1295.93
2026-08-06,Madhya Pradesh,Indore,Indore,Soybean,1428.65
2026-08-07,Madhya Pradesh,Indore,Indore,Soybean,1609.33
2026-08-08,Madhya Pradesh,Indore,Indore,Soybean,1303.51
2026-08-09,Madhya Pradesh,Indore,Indore,Soybean,1117.58
2026-08-10,Madhya Pradesh,Indore,Indore,Soybean,1310.0
2026-08-11,Madhya Pradesh,Indore,Indore,Soybean,1416.48
2026-08-12,Madhya Pradesh,Indore,Indore,Soybean,1535.59
2026-08-13,Madhya Pradesh,Indore,Indore,Soybean,1421.54
2026-08-14,Madhya Pradesh,Indore,Indore,Soybean,1437.45
2026-08-15,Madhya Pradesh,Indore,Indore,Soybean,1555.51
2026-08-16,Madhya Pradesh,Indore,Indore,Soybean,1195.61
2026-08-17,Madhya Pradesh,Indore,Indore,Soybean,1298.93
2026-08-18,Madhya Pradesh,Indore,Indore,Soybean,1364.4
2026-08-19,Madhya Pradesh,Indore,Indore,Soybean,1442.82
2026-08-20,Madhya Pradesh,Indore,Indore,Soybean,1399.3
2026-08-21,Madhya Pradesh,Indore,Indore,Soybean,1465.68
2026-08-22,Madhya Pradesh,Indore,Indore,Soybean,1174.44
2026-08-23,Madhya Pradesh,Indore,Indore,Soybean,1296.97
2026-08-24,Madhya Pradesh,Indore,Indore,Soybean,1361.89
2026-08-25,Madhya Pradesh,Indore,Indore,Soybean,1239.83
2026-08-26,Madhya Pradesh,Indore,Indore,Soybean,1389.22
2026-08-27,Madhya Pradesh,Indore,Indore,Soybean,1480.45
2026-08-28,Madhya Pradesh,Indore,Indore,Soybean,1412.17
2026-08-29,Madhya Pradesh,Indore,Indore,Soybean,1424.44
2026-08-30,Madhya Pradesh,Indore,Indore,Soybean,1255.38
2026-08-31,Madhya Pradesh,Indore,Indore,Soybean,1288.31
2025-01-01,Madhya Pradesh,Bhopal,Bhopal,Tomato,1313.82
2025-01-02,Madhya Pradesh,Bhopal,Bhopal,Tomato,1327.52
2025-01-03,Madhya Pradesh,Bhopal,Bhopal,Tomato,1274.6
2025-01-04,Madhya Pradesh,Bhopal,Bhopal,Tomato,1319.05
2025-01-05,Madhya Pradesh,Bhopal,Bhopal,Tomato,1309.52
2025-01-06,Madhya Pradesh,Bhopal,Bhopal,Tomato,1041.65
2025-01-07,Madhya Pradesh,Bhopal,Bhopal,Tomato,1332.01
2025-01-08,Madhya Pradesh,Bhopal,Bhopal,Tomato,1255.6
2025-01-09,Madhya Pradesh,Bhopal,Bhopal,Tomato,1379.87
2025-01-10,Madhya Pradesh,Bhopal,Bhopal,Tomato,1469.93
2025-01-11,Madhya Pradesh,Bhopal,Bhopal,Tomato,1197.81
2025-01-12,Madhya Pradesh,Bhopal,Bhopal,Tomato,1209.16
2025-01-13,Madhya Pradesh,Bhopal,Bhopal,Tomato,1215.58
2025-01-14,Madhya Pradesh,Bhopal,Bhopal,Tomato,1187.79
2025-01-15,Madhya Pradesh,Bhopal,Bhopal,Tomato,1470.78
2025-01-16,Madhya Pradesh,Bhopal,Bhopal,Tomato,1284.58
2025-01-17,Madhya Pradesh,Bhopal,Bhopal,Tomato,1329.24
2025-01-18,Madhya Pradesh,Bhopal,Bhopal,Tomato,1370.36
2025-01-19,Madhya Pradesh,Bhopal,Bhopal,Tomato,1188.01
2025-01-20,Madhya Pradesh,Bhopal,Bhopal,Tomato,1229.67
2025-01-21,Madhya Pradesh,Bhopal,Bhopal,Tomato,1309.41
2025-01-22,Madhya Pradesh,Bhopal,Bhopal,Tomato,1305.45
2025-01-23,Madhya Pradesh,Bhopal,Bhopal,Tomato,1383.4
2025-01-24,Madhya Pradesh,Bhopal,Bhopal,Tomato,1356.9
2025-01-25,Madhya Pradesh,Bhopal,Bhopal,Tomato,1230.42
2025-01-26,Madhya Pradesh,Bhopal,Bhopal,Tomato,1351.01
2025-01-27,Madhya Pradesh,Bhopal,Bhopal,Tomato,1446.23
2025-01-28,Madhya Pradesh,Bhopal,Bhopal,Tomato,1306.04
2025-01-29,Madhya Pradesh,Bhopal,Bhopal,Tomato,1382.28
2025-01-30,Madhya Pradesh,Bhopal,Bhopal,Tomato,1486.25
2025-01-31,Madhya Pradesh,Bhopal,Bhopal,Tomato,1306.76
2025-02-01,Madhya Pradesh,Bhopal,Bhopal,Tomato,1567.51
2025-02-02,Madhya Pradesh,Bhopal,Bhopal,Tomato,1363.37
2025-02-03,Madhya Pradesh,Bhopal,Bhopal,Tomato,1459.94
2025-02-04,Madhya Pradesh,Bhopal,Bhopal,Tomato,1258.6
2025-02-05,Madhya Pradesh,Bhopal,Bhopal,Tomato,1559.97
2025-02-06,Madhya Pradesh,Bhopal,Bhopal,Tomato,1519.46
2025-02-07,Madhya Pradesh,Bhopal,Bhopal,Tomato,1514.38
2025-02-08,Madhya Pradesh,Bhopal,Bhopal,Tomato,1446.84
2025-02-09,Madhya Pradesh,Bhopal,Bhopal,Tomato,1342.31
2025-02-10,Madhya Pradesh,Bhopal,Bhopal,Tomato,1443.07
2025-02-11,Madhya Pradesh,Bhopal,Bhopal,Tomato,1360.85
2025-02-12,Madhya Pradesh,Bhopal,Bhopal,Tomato,1211.89
2025-02-13,Madhya Pradesh,Bhopal,Bhopal,Tomato,1348.96
2025-02-14,Madhya Pradesh,Bhopal,Bhopal,Tomato,1460.8
2025-02-15,Madhya Pradesh,Bhopal,Bhopal,Tomato,1476.16
2025-02-16,Madhya Pradesh,Bhopal,Bhopal,Tomato,1380.72
2025-02-17,Madhya Pradesh,Bhopal,Bhopal,Tomato,1465.78
2025-02-18,Madhya Pradesh,Bhopal,Bhopal,Tomato,1180.2
2025-02-19,Madhya Pradesh,Bhopal,Bhopal,Tomato,1439.53
2025-02-20,Madhya Pradesh,Bhopal,Bhopal,Tomato,1294.88
2025-02-21,Madhya Pradesh,Bhopal,Bhopal,Tomato,1580.02
2025-02-22,Madhya Pradesh,Bhopal,Bhopal,Tomato,1454.5
2025-02-23,Madhya Pradesh,Bhopal,Bhopal,Tomato,1445.74
2025-02-24,Madhya Pradesh,Bhopal,Bhopal,Tomato,1285.3
2025-02-25,Madhya Pradesh,Bhopal,Bhopal,Tomato,1508.25
2025-02-26,Madhya Pradesh,Bhopal,Bhopal,Tomato,1548.22
2025-02-27,Madhya Pradesh,Bhopal,Bhopal,Tomato,1563.21
2025-02-28,Madhya Pradesh,Bhopal,Bhopal,Tomato,1504.48
2025-03-01,Madhya Pradesh,Bhopal,Bhopal,Tomato,1541.54
2025-03-02,Madhya Pradesh,Bhopal,Bhopal,Tomato,1350.37
2025-03-03,Madhya Pradesh,Bhopal,Bhopal,Tomato,1466.31
2025-03-04,Madhya Pradesh,Bhopal,Bhopal,Tomato,1561.14
2025-03-05,Madhya Pradesh,Bhopal,Bhopal,Tomato,1567.86
2025-03-06,Madhya Pradesh,Bhopal,Bhopal,Tomato,1440.17
2025-03-07,Madhya Pradesh,Bhopal,Bhopal,Tomato,1572.66
2025-03-08,Madhya Pradesh,Bhopal,Bhopal,Tomato,1360.82
2025-03-09,Madhya Pradesh,Bhopal,Bhopal,Tomato,1492.04
2025-03-10,Madhya Pradesh,Bhopal,Bhopal,Tomato,1440.68
2025-03-11,Madhya Pradesh,Bhopal,Bhopal,Tomato,1227.63
2025-03-12,Madhya Pradesh,Bhopal,Bhopal,Tomato,1352.0
2025-03-13,Madhya Pradesh,Bhopal,Bhopal,Tomato,1500.61
2025-03-14,Madhya Pradesh,Bhopal,Bhopal,Tomato,1514.3
2025-03-15,Madhya Pradesh,Bhopal,Bhopal,Tomato,1380.85
2025-03-16,Madhya Pradesh,Bhopal,Bhopal,Tomato,1485.35
2025-03-17,Madhya Pradesh,Bhopal,Bhopal,Tomato,1432.15
2025-03-18,Madhya Pradesh,Bhopal,Bhopal,Tomato,1403.65
2025-03-19,Madhya Pradesh,Bhopal,Bhopal,Tomato,1403.82
2025-03-20,Madhya Pradesh,Bhopal,Bhopal,Tomato,1654.68
2025-03-21,Madhya Pradesh,Bhopal,Bhopal,Tomato,1737.58
2025-03-22,Madhya Pradesh,Bhopal,Bhopal,Tomato,1466.79
2025-03-23,Madhya Pradesh,Bhopal,Bhopal,Tomato,1392.46
2025-03-24,Madhya Pradesh,Bhopal,Bhopal,Tomato,1464.26
2025-03-25,Madhya Pradesh,Bhopal,Bhopal,Tomato,1395.06
2025-03-26,Madhya Pradesh,Bhopal,Bhopal,Tomato,1475.55
2025-03-27,Madhya Pradesh,Bhopal,Bhopal,Tomato,1629.48
2025-03-28,Madhya Pradesh,Bhopal,Bhopal,Tomato,1355.43
2025-03-29,Madhya Pradesh,Bhopal,Bhopal,Tomato,1665.71
2025-03-30,Madhya Pradesh,Bhopal,Bhopal,Tomato,1468.36
2025-03-31,Madhya Pradesh,Bhopal,Bhopal,Tomato,1380.23
2025-04-01,Madhya Pradesh,Bhopal,Bhopal,Tomato,1427.2
2025-04-02,Madhya Pradesh,Bhopal,Bhopal,Tomato,1491.22
2025-04-03,Madhya Pradesh,Bhopal,Bhopal,Tomato,1365.78
2025-04-04,Madhya Pradesh,Bhopal,Bhopal,Tomato,1733.19
2025-04-05,Madhya Pradesh,Bhopal,Bhopal,Tomato,1533.34
2025-04-06,Madhya Pradesh,Bhopal,Bhopal,Tomato,1509.71
2025-04-07,Madhya Pradesh,Bhopal,Bhopal,Tomato,1518.91
2025-04-08,Madhya Pradesh,Bhopal,Bhopal,Tomato,1335.87
2025-04-09,Madhya Pradesh,Bhopal,Bhopal,Tomato,1547.01
2025-04-10,Madhya Pradesh,Bhopal,Bhopal,Tomato,1526.86
2025-04-11,Madhya Pradesh,Bhopal,Bhopal,Tomato,1663.59
2025-04-12,Madhya Pradesh,Bhopal,Bhopal,Tomato,1302.14
2025-04-13,Madhya Pradesh,Bhopal,Bhopal,Tomato,1454.74
2025-04-14,Madhya Pradesh,Bhopal,Bhopal,Tomato,1364.16
2025-04-15,Madhya Pradesh,Bhopal,Bhopal,Tomato,1482.05
2025-04-16,Madhya Pradesh,Bhopal,Bhopal,Tomato,1546.04
2025-04-17,Madhya Pradesh,Bhopal,Bhopal,Tomato,1477.95
2025-04-18,Madhya Pradesh,Bhopal,Bhopal,Tomato,1490.81
2025-04-19,Madhya Pradesh,Bhopal,Bhopal,Tomato,1516.28
2025-04-20,Madhya Pradesh,Bhopal,Bhopal,Tomato,1370.94
2025-04-21,Madhya Pradesh,Bhopal,Bhopal,Tomato,1505.59
2025-04-22,Madhya Pradesh,Bhopal,Bhopal,Tomato,1398.55
2025-04-23,Madhya Pradesh,Bhopal,Bhopal,Tomato,1189.51
2025-04-24,Madhya Pradesh,Bhopal,Bhopal,Tomato,1510.35
2025-04-25,Madhya Pradesh,Bhopal,Bhopal,Tomato,1450.91
2025-04-26,Madhya Pradesh,Bhopal,Bhopal,Tomato,1349.5
2025-04-27,Madhya Pradesh,Bhopal,Bhopal,Tomato,1331.63
2025-04-28,Madhya Pradesh,Bhopal,Bhopal,Tomato,1427.57
2025-04-29,Madhya Pradesh,Bhopal,Bhopal,Tomato,1563.17
2025-04-30,Madhya Pradesh,Bhopal,Bhopal,Tomato,1519.92
2025-05-01,Madhya Pradesh,Bhopal,Bhopal,Tomato,1478.76
2025-05-02,Madhya Pradesh,Bhopal,Bhopal,Tomato,1607.19
2025-05-03,Madhya Pradesh,Bhopal,Bhopal,Tomato,1467.37
2025-05-04,Madhya Pradesh,Bhopal,Bhopal,Tomato,1379.97
2025-05-05,Madhya Pradesh,Bhopal,Bhopal,Tomato,1295.29
2025-05-06,Madhya Pradesh,Bhopal,Bhopal,Tomato,1247.77
2025-05-07,Madhya Pradesh,Bhopal,Bhopal,Tomato,1438.28
2025-05-08,Madhya Pradesh,Bhopal,Bhopal,Tomato,1551.92
2025-05-09,Madhya Pradesh,Bhopal,Bhopal,Tomato,1537.17
2025-05-10,Madhya Pradesh,Bhopal,Bhopal,Tomato,1462.29
2025-05-11,Madhya Pradesh,Bhopal,Bhopal,Tomato,1345.25
2025-05-12,Madhya Pradesh,Bhopal,Bhopal,Tomato,1458.81
2025-05-13,Madhya Pradesh,Bhopal,Bhopal,Tomato,1281.65
2025-05-14,Madhya Pradesh,Bhopal,Bhopal,Tomato,1547.25
2025-05-15,Madhya Pradesh,Bhopal,Bhopal,Tomato,1416.2
2025-05-16,Madhya Pradesh,Bhopal,Bhopal,Tomato,1454.43
2025-05-17,Madhya Pradesh,Bhopal,Bhopal,Tomato,1340.42
2025-05-18,Madhya Pradesh,Bhopal,Bhopal,Tomato,1378.35
2025-05-19,Madhya Pradesh,Bhopal,Bhopal,Tomato,1481.84
2025-05-20,Madhya Pradesh,Bhopal,Bhopal,Tomato,1449.8
2025-05-21,Madhya Pradesh,Bhopal,Bhopal,Tomato,1553.79
2025-05-22,Madhya Pradesh,Bhopal,Bhopal,Tomato,1564.03
2025-05-23,Madhya Pradesh,Bhopal,Bhopal,Tomato,1403.2
2025-05-24,Madhya Pradesh,Bhopal,Bhopal,Tomato,1445.0
2025-05-25,Madhya Pradesh,Bhopal,Bhopal,Tomato,1337.05
2025-05-26,Madhya Pradesh,Bhopal,Bhopal,Tomato,1500.95
2025-05-27,Madhya Pradesh,Bhopal,Bhopal,Tomato,1268.8
2025-05-28,Madhya Pradesh,Bhopal,Bhopal,Tomato,1528.86
2025-05-29,Madhya Pradesh,Bhopal,Bhopal,Tomato,1585.97
2025-05-30,Madhya Pradesh,Bhopal,Bhopal,Tomato,1696.67
2025-05-31,Madhya Pradesh,Bhopal,Bhopal,Tomato,1420.83
2025-06-01,Madhya Pradesh,Bhopal,Bhopal,Tomato,1468.0
2025-06-02,Madhya Pradesh,Bhopal,Bhopal,Tomato,1574.03
2025-06-03,Madhya Pradesh,Bhopal,Bhopal,Tomato,1309.45
2025-06-04,Madhya Pradesh,Bhopal,Bhopal,Tomato,1268.99
2025-06-05,Madhya Pradesh,Bhopal,Bhopal,Tomato,1280.61
2025-06-06,Madhya Pradesh,Bhopal,Bhopal,Tomato,1559.77
2025-06-07,Madhya Pradesh,Bhopal,Bhopal,Tomato,1254.22
2025-06-08,Madhya Pradesh,Bhopal,Bhopal,Tomato,1344.72
2025-06-09,Madhya Pradesh,Bhopal,Bhopal,Tomato,1381.0
2025-06-10,Madhya Pradesh,Bhopal,Bhopal,Tomato,1368.5
2025-06-11,Madhya Pradesh,Bhopal,Bhopal,Tomato,1445.01
2025-06-12,Madhya Pradesh,Bhopal,Bhopal,Tomato,1477.86
2025-06-13,Madhya Pradesh,Bhopal,Bhopal,Tomato,1597.05
2025-06-14,Madhya Pradesh,Bhopal,Bhopal,Tomato,1330.16
2025-06-15,Madhya Pradesh,Bhopal,Bhopal,Tomato,1297.34
2025-06-16,Madhya Pradesh,Bhopal,Bhopal,Tomato,1250.05
2025-06-17,Madhya Pradesh,Bhopal,Bhopal,Tomato,1409.61
2025-06-18,Madhya Pradesh,Bhopal,Bhopal,Tomato,1470.72
2025-06-19,Madhya Pradesh,Bhopal,Bhopal,Tomato,1479.92
2025-06-20,Madhya Pradesh,Bhopal,Bhopal,Tomato,1564.59
2025-06-21,Madhya Pradesh,Bhopal,Bhopal,Tomato,1288.8
2025-06-22,Madhya Pradesh,Bhopal,Bhopal,Tomato,1498.74
2025-06-23,Madhya Pradesh,Bhopal,Bhopal,Tomato,1441.05
2025-06-24,Madhya Pradesh,Bhopal,Bhopal,Tomato,1380.16
2025-06-25,Madhya Pradesh,Bhopal,Bhopal,Tomato,1533.0
2025-06-26,Madhya Pradesh,Bhopal,Bhopal,Tomato,1249.31
2025-06-27,Madhya Pradesh,Bhopal,Bhopal,Tomato,1370.93
2025-06-28,Madhya Pradesh,Bhopal,Bhopal,Tomato,1312.2
2025-06-29,Madhya Pradesh,Bhopal,Bhopal,Tomato,1388.47
2025-06-30,Madhya Pradesh,Bhopal,Bhopal,Tomato,1188.05
2025-07-01,Madhya Pradesh,Bhopal,Bhopal,Tomato,1360.96
2025-07-02,Madhya Pradesh,Bhopal,Bhopal,Tomato,1470.74
2025-07-03,Madhya Pradesh,Bhopal,Bhopal,Tomato,1459.02
2025-07-04,Madhya Pradesh,Bhopal,Bhopal,Tomato,1428.9
2025-07-05,Madhya Pradesh,Bhopal,Bhopal,Tomato,1267.67
2025-07-06,Madhya Pradesh,Bhopal,Bhopal,Tomato,1223.93
2025-07-07,Madhya Pradesh,Bhopal,Bhopal,Tomato,1372.61
2025-07-08,Madhya Pradesh,Bhopal,Bhopal,Tomato,1341.51
2025-07-09,Madhya Pradesh,Bhopal,Bhopal,Tomato,1317.24
2025-07-10,Madhya Pradesh,Bhopal,Bhopal,Tomato,1329.3
2025-07-11,Madhya Pradesh,Bhopal,Bhopal,Tomato,1183.39
2025-07-12,Madhya Pradesh,Bhopal,Bhopal,Tomato,1239.82
2025-07-13,Madhya Pradesh,Bhopal,Bhopal,Tomato,1451.77
2025-07-14,Madhya Pradesh,Bhopal,Bhopal,Tomato,1130.86
2025-07-15,Madhya Pradesh,Bhopal,Bhopal,Tomato,1268.56
2025-07-16,Madhya Pradesh,Bhopal,Bhopal,Tomato,1391.59
2025-07-17,Madhya Pradesh,Bhopal,Bhopal,Tomato,1229.29
2025-07-18,Madhya Pradesh,Bhopal,Bhopal,Tomato,1374.66
2025-07-19,Madhya Pradesh,Bhopal,Bhopal,Tomato,1405.72
2025-07-20,Madhya Pradesh,Bhopal,Bhopal,Tomato,1261.35
2025-07-21,Madhya Pradesh,Bhopal,Bhopal,Tomato,1468.14
2025-07-22,Madhya Pradesh,Bhopal,Bhopal,Tomato,1088.36
2025-07-23,Madhya Pradesh,Bhopal,Bhopal,Tomato,1374.39
2025-07-24,Madhya Pradesh,Bhopal,Bhopal,Tomato,1310.58
2025-07-25,Madhya Pradesh,Bhopal,Bhopal,Tomato,1408.18
2025-07-26,Madhya Pradesh,Bhopal,Bhopal,Tomato,1338.79
2025-07-27,Madhya Pradesh,Bhopal,Bhopal,Tomato,1177.12
2025-07-28,Madhya Pradesh,Bhopal,Bhopal,Tomato,1223.16
2025-07-29,Madhya Pradesh,Bhopal,Bhopal,Tomato,1055.64
2025-07-30,Madhya Pradesh,Bhopal,Bhopal,Tomato,1313.32
2025-07-31,Madhya Pradesh,Bhopal,Bhopal,Tomato,1333.85
2025-08-01,Madhya Pradesh,Bhopal,Bhopal,Tomato,1374.76
2025-08-02,Madhya Pradesh,Bhopal,Bhopal,Tomato,1374.06
2025-08-03,Madhya Pradesh,Bhopal,Bhopal,Tomato,1253.88
2025-08-04,Madhya Pradesh,Bhopal,Bhopal,Tomato,1198.47
2025-08-05,Madhya Pradesh,Bhopal,Bhopal,Tomato,1122.02
2025-08-06,Madhya Pradesh,Bhopal,Bhopal,Tomato,1179.99
2025-08-07,Madhya Pradesh,Bhopal,Bhopal,Tomato,1394.86
2025-08-08,Madhya Pradesh,Bhopal,Bhopal,Tomato,1427.7
2025-08-09,Madhya Pradesh,Bhopal,Bhopal,Tomato,1240.32
2025-08-10,Madhya Pradesh,Bhopal,Bhopal,Tomato,1209.33
2025-08-11,Madhya Pradesh,Bhopal,Bhopal,Tomato,1095.8
2025-08-12,Madhya Pradesh,Bhopal,Bhopal,Tomato,1276.37
2025-08-13,Madhya Pradesh,Bhopal,Bhopal,Tomato,1282.32
2025-08-14,Madhya Pradesh,Bhopal,Bhopal,Tomato,1443.51
2025-08-15,Madhya Pradesh,Bhopal,Bhopal,Tomato,1201.61
2025-08-16,Madhya Pradesh,Bhopal,Bhopal,Tomato,1212.16
2025-08-17,Madhya Pradesh,Bhopal,Bhopal,Tomato,1209.44
2025-08-18,Madhya Pradesh,Bhopal,Bhopal,Tomato,1207.56
2025-08-19,Madhya Pradesh,Bhopal,Bhopal,Tomato,1147.46
2025-08-20,Madhya Pradesh,Bhopal,Bhopal,Tomato,1136.49
2025-08-21,Madhya Pradesh,Bhopal,Bhopal,Tomato,1333.23
2025-08-22,Madhya Pradesh,Bhopal,Bhopal,Tomato,1329.3
2025-08-23,Madhya Pradesh,Bhopal,Bhopal,Tomato,1151.93
2025-08-24,Madhya Pradesh,Bhopal,Bhopal,Tomato,1288.5
2025-08-25,Madhya Pradesh,Bhopal,Bhopal,Tomato,1236.21
2025-08-26,Madhya Pradesh,Bhopal,Bhopal,Tomato,1163.4
2025-08-27,Madhya Pradesh,Bhopal,Bhopal,Tomato,1204.45
2025-08-28,Madhya Pradesh,Bhopal,Bhopal,Tomato,1291.12
2025-08-29,Madhya Pradesh,Bhopal,Bhopal,Tomato,1177.24
2025-08-30,Madhya Pradesh,Bhopal,Bhopal,Tomato,1221.5
2025-08-31,Madhya Pradesh,Bhopal,Bhopal,Tomato,990.09
2025-09-01,Madhya Pradesh,Bhopal,Bhopal,Tomato,1201.6
2025-09-02,Madhya Pradesh,Bhopal,Bhopal,Tomato,1017.45
2025-09-03,Madhya Pradesh,Bhopal,Bhopal,Tomato,1312.43
2025-09-04,Madhya Pradesh,Bhopal,Bhopal,Tomato,1204.08
2025-09-05,Madhya Pradesh,Bhopal,Bhopal,Tomato,1224.33
2025-09-06,Madhya Pradesh,Bhopal,Bhopal,Tomato,1156.35
2025-09-07,Madhya Pradesh,Bhopal,Bhopal,Tomato,1133.72
2025-09-08,Madhya Pradesh,Bhopal,Bhopal,Tomato,1235.67
2025-09-09,Madhya Pradesh,Bhopal,Bhopal,Tomato,936.93
2025-09-10,Madhya Pradesh,Bhopal,Bhopal,Tomato,1285.16
2025-09-11,Madhya Pradesh,Bhopal,Bhopal,Tomato,1253.89
2025-09-12,Madhya Pradesh,Bhopal,Bhopal,Tomato,1131.03
2025-09-13,Madhya Pradesh,Bhopal,Bhopal,Tomato,1112.22
2025-09-14,Madhya Pradesh,Bhopal,Bhopal,Tomato,1286.04
2025-09-15,Madhya Pradesh,Bhopal,Bhopal,Tomato,1044.49
2025-09-16,Madhya Pradesh,Bhopal,Bhopal,Tomato,1038.12
2025-09-17,Madhya Pradesh,Bhopal,Bhopal,Tomato,1268.22
2025-09-18,Madhya Pradesh,Bhopal,Bhopal,Tomato,1249.03
2025-09-19,Madhya Pradesh,Bhopal,Bhopal,Tomato,1150.18
2025-09-20,Madhya Pradesh,Bhopal,Bhopal,Tomato,1217.05
2025-09-21,Madhya Pradesh,Bhopal,Bhopal,Tomato,1065.25
2025-09-22,Madhya Pradesh,Bhopal,Bhopal,Tomato,1201.66
2025-09-23,Madhya Pradesh,Bhopal,Bhopal,Tomato,1210.55
2025-09-24,Madhya Pradesh,Bhopal,Bhopal,Tomato,1216.21
2025-09-25,Madhya Pradesh,Bhopal,Bhopal,Tomato,1249.16
2025-09-26,Madhya Pradesh,Bhopal,Bhopal,Tomato,1381.22
2025-09-27,Madhya Pradesh,Bhopal,Bhopal,Tomato,1197.94
2025-09-28,Madhya Pradesh,Bhopal,Bhopal,Tomato,1052.29
2025-09-29,Madhya Pradesh,Bhopal,Bhopal,Tomato,1150.75
